Object,feature_1,feature_2
Object 307,2.4147719210038883,0.7530968430042009
Object 308,1.4201333112919208,4.637461654822657
Object 309,-0.19685332656766485,6.247408513097683
Object 310,0.5126741039004008,4.785268801221852
Object 311,-1.079879856336227,3.023602256800278
Object 312,0.844361438766528,4.708549139488888
Object 313,1.1536668275470952,2.7170737473374573
Object 314,0.6283579292203425,4.46013629655237
Object 315,-1.4879953073656904,3.5444465120784834
Object 316,1.3988038464613464,-1.9368908453367655
Object 317,-0.9600097273000119,4.492565924242219
Object 318,2.5842111398494603,1.143811448622781
Object 319,1.3722767912081404,3.210725818717884
Object 320,2.27951974239856,-0.7810247028907198
Object 321,2.987526760009632,4.2591919009925325
Object 322,1.0828646320803803,2.243884733160237
Object 323,-2.899946564172801,1.8501402503140163
Object 324,0.9592496646850545,4.682939063003472
Object 325,2.4197487706733836,2.368985616080275
Object 326,-0.7090421820369096,3.1560824533551615
Object 327,3.4664395853224894,1.6834674867691093
Object 328,-3.1316425430828927,4.376597011009117
Object 329,0.5916246554039772,3.859951234293192
Object 330,2.490075479164036,1.4377581204627428
Object 331,0.8602807161642176,0.3972539926336729
Object 332,-2.892066890447074,4.86498090415348
Object 333,-2.538678097327394,3.0028503983708306
Object 334,-3.0849025414053015,2.410847491567785
Object 335,0.5411165268248577,6.153051055927731
Object 336,-2.520265388645041,4.959954411160076
Object 337,0.8581060334179254,3.6236091234515397
Object 338,-0.42860047248939304,2.780043082737029
Object 339,-0.3396373319650261,3.8422027226336812
Object 340,1.8139297299797734,0.01947331712786371
Object 341,-0.04177179674086973,4.225932571507539
Object 342,1.202681674262231,0.9206234155458883
Object 343,2.8106632170962165,1.7650710712928548
Object 344,-1.1425806080106602,3.927594116144837
Object 345,3.4405290681551084,0.5945654065138641
Object 346,2.8279623585352596,-0.7639346311766269
Object 347,2.157648679834781,3.6718835694432226
Object 348,3.0278033105754147,3.0315319071424742
Object 349,0.7342502486762755,5.822048497804095
Object 350,2.4963004287060295,1.0764565256711167
Object 351,1.3280501892278533,4.683022860983977
Object 352,0.5626510977867477,3.5563325160076324
Object 353,-1.7098089940788563,3.814130686689282
Object 354,-0.1240592731216621,3.253726982738436
Object 355,2.0656168359991773,1.6176974192795897
Object 356,-1.6868438009789481,2.085924768115998
Object 357,1.8341940028388315,5.444889194105963
Object 358,1.1203136497073731,5.758060834411365
Object 359,0.34818251890491614,3.822760208987602
Object 360,1.838866089874946,1.6481682344734572
Object 361,1.1962951329885356,-0.0012784965275991489
Object 362,-2.3665364603950967,1.5496371659947321
Object 363,1.4297104863236245,1.8898004884564426
Object 364,2.9766759192434593,1.3584781370867673
Object 365,-1.9272528282353287,1.4455593328666332
Object 366,-1.414346482315451,2.2623372318487647
Object 367,0.25067270008291076,2.9204233720533344
Object 368,-2.186846718324243,3.1308994287630103
Object 369,1.189750127456664,3.0952136737151688
Object 370,2.887918260897356,1.224729869058959
Object 371,2.0404098180781753,1.719069596962748
Object 372,2.2145179898065805,-1.0608852951986019
Object 373,0.4164602143107001,0.16435085235427116
Object 374,0.700599543985938,3.5940593616015017
Object 375,-2.3627600807035267,1.975788672460007
Object 376,1.136154076562934,1.090417509003153
Object 377,-0.2571392629076015,2.208028079187019
Object 378,0.1629058193422922,2.837362999645876
Object 379,-2.730639205421685,3.3349257643007264
Object 380,-2.1109975600168247,3.2529878815291218
Object 381,1.1401986509990816,4.400108683369587
Object 382,-0.5727144323231405,3.462027013691131
Object 383,-0.6404124738622895,2.6457505053149144
Object 384,1.7145751775549476,-0.3655092521472174
Object 385,2.3853026359431895,3.1236079916761956
Object 386,-1.924816111812747,3.7004611421751004
Object 387,-1.7351891163169018,4.492253498808695
Object 388,0.8776385589502471,-0.24253264099702476
Object 389,-1.9976465114046327,3.190678650863387
Object 390,3.015315262582806,0.48116457750124436
Object 391,-1.3722351795755732,3.9594506501517044
Object 392,-0.7015317811343906,2.619559092337289
Object 393,1.4638648536247671,2.022082844448305
Object 394,1.7965918758079167,5.6637358691278745
Object 395,2.1550496497061458,4.123862491636039
Object 396,-3.118351888679937,2.9211044777762787
Object 397,1.2558451218897813,1.1384511696798754
Object 398,-1.4403208330564863,4.337137307244074
Object 399,2.0219482385877248,-0.6331398374615558
Object 400,2.5681039790256346,0.5713451977796187
Object 401,1.9116880097165574,0.5156382109875532
Object 402,0.622276167293011,2.928836034030371
Object 403,-0.6066683187885868,4.914166706555595
Object 404,0.5889432611385428,4.001484576873055
Object 405,0.9506509239064072,0.8667274026639779
Object 406,-2.3620967034133886,1.9711418503759333
Object 407,0.2715698026902613,5.247048052417885
Object 408,1.7544836449568508,0.23705506596094483
Object 409,2.4761858056085346,1.1442658461992712
Object 410,-1.1230079923859315,4.854594723735675
Object 411,0.377616141623509,3.1878903414879955
Object 412,0.8657294213140224,5.32396003916419
Object 413,-0.4232100557597551,3.318412945931829
Object 414,1.5195819699340147,4.742830285120433
Object 415,-0.8390226220471508,2.9677395279329453
Object 416,3.359414853410437,5.248266814438804
Object 417,1.2035383241792879,2.7203872600658965
Object 418,-0.05978849375492956,2.303029098662357
Object 419,3.351417388960761,1.5141229725640921
Object 420,-2.4840621114973156,3.931854415445284
Object 421,-1.2792941508556943,3.2812804838127865
Object 422,-1.509388399943687,3.2415080259422413
Object 423,2.265116999355933,-0.34296093961829066
Object 424,0.7856165849650957,3.9089378134149397
Object 425,2.3408019266489664,3.6143381428984522
Object 426,1.2553538982922132,0.6775878801175812
Object 427,-1.18867853953679,3.569663523033739
Object 428,2.4034367566746866,1.5609217496171108
Object 429,1.2647444995998007,-0.009636461587390177
Object 430,-1.4592697831549857,2.4548605072240717
Object 431,0.21212615464005202,2.8659958536468118
Object 432,-1.5131555258863718,1.0731810977050766
Object 433,-1.6829021594502458,4.910106851807771
Object 434,-1.3760858068893116,2.6624114751453534
Object 435,-0.8493469796341883,4.22506610641438
Object 436,0.3670374936614458,0.7851976773783841
Object 437,-2.0555746721573938,2.809878424552165
Object 438,-1.4963574321812885,2.8809987304880558
Object 439,1.705485341321341,2.921135609707911
Object 440,1.766262310478645,-1.100975815645436
Object 441,1.3151742037624397,6.324830888933187
Object 442,0.4228442193648947,0.8305295053234151
Object 443,2.859420775602749,2.9560282663059434
Object 444,-0.17119857386460735,3.8659672827039557
Object 445,1.0220285958479411,4.116603477422556
Object 446,-1.0673191083878493,3.1979401213708027
Object 447,0.04338720218816894,1.4873672655126606
Object 448,0.4334086025297773,4.719837373709815
Object 449,1.7788346764170408,0.6380866781038974
Object 450,-0.5927242647221805,1.5263769919289032
Object 451,-3.0598250666520332,1.2059120972389015
Object 452,2.663423949033519,2.0126259828853392
Object 453,0.17064357100712724,3.185475403126758
Object 454,1.2770839999767558,2.6344386169146476
Object 455,2.201140642740155,4.368643433791966
Object 456,0.5810410958921407,3.144366811048477
Object 457,2.4080841279272565,0.7448892363925281
Object 458,-1.3123499614680334,4.555271742469927
Object 459,-2.3011990937087097,2.6484924828818825
Object 460,1.3875472350734785,1.224626255342394
Object 461,-1.996214749501012,3.7935779401126295
Object 462,-1.8711004696892866,2.665171589291516
Object 463,-1.3290758453720375,3.015633063755308
Object 464,0.6333476497924411,2.8956197396879415
Object 465,0.9146436764508477,4.196482051157215
Object 466,-1.1202469257550243,4.119580117000629
Object 467,1.274508252752551,5.6301732241354205
Object 468,0.4734533779039568,6.7162410069921386
Object 469,2.076554416766869,5.601809299774612
Object 470,0.9340986272559161,4.016900135058482
Object 471,1.3526956097021245,3.2043865368641953
Object 472,1.2631745665498415,1.9831930516576484
Object 473,2.088357272571638,0.043502399123582336
Object 474,2.1048641430610635,4.799788273792352
Object 475,1.0981200482818612,-0.45076065918376407
Object 476,1.6015015295736825,2.701729671841642
Object 477,0.42196045197519416,3.8331496692935985
Object 478,-0.07835838543851881,5.124035164773071
Object 479,-0.18428200271155215,2.177946408367863
Object 480,-2.3821444704727694,4.175101912162117
Object 481,3.663789677381602,0.336084910334716
Object 482,-2.3160061934785556,2.919130717121609
Object 483,-2.450816029031907,4.330033959631754
Object 484,-1.505046655002034,2.9604213353629136
Object 485,0.9092670949254347,0.9447297545964305
Object 486,2.421116309349736,2.1954889269115223
Object 487,1.7993098522186095,0.5496172802953174
Object 488,1.2998047950672444,-0.3035378590794524
Object 489,-1.137810044356185,4.088923325953611
Object 490,-0.37165534408262535,3.5422139391918313
Object 491,3.379626271428717,0.7254628672410542
Object 492,1.0257650601965858,4.797624103729346
Object 493,-1.3610404905683682,4.247023544078676
Object 494,1.4973349549992536,3.7279993576353236
Object 495,4.069327676351346,0.5908978839109322
Object 496,5.226242294723058,1.0871632974858503
Object 497,1.3015630552522772,1.0353534858412843
Object 498,-0.04197841452195128,0.7939922432875637
Object 499,3.2460247025341027,2.8494216528496255
Object 500,-0.6417164720129781,4.391647076471528
Object 501,1.2934307048391838,4.823827942019258
Object 502,-2.1250544657383914,1.3978429761410591
Object 503,-2.8272508454402443,2.114031857301603
Object 504,2.7327296907792897,0.9494840494203584
Object 505,1.1162859487550927,1.9146846513511815
Object 506,1.8930490738561871,1.6670938381152407
Object 507,2.1062217984441673,-0.8965656115517842
Object 508,0.622838329789296,2.6873131387973572
Object 509,-1.2995580630784245,4.53213180861335
Object 510,1.871530351436425,5.67875139384138
Object 511,1.3875548008623189,2.5795854000110747
Object 512,-2.510022196967613,2.019560289901107
Object 513,2.074059313207136,0.30388621215926936
Object 514,3.3802815743196932,1.1029962237158966
Object 515,1.4080860895851173,1.3699108100257855
Object 516,0.21372543267342548,2.6243972064437453
Object 517,2.306265637441202,1.9524215851182196
Object 518,-1.5567601348582716,2.799711476966531
Object 519,2.0447794778625044,3.8504015235970024
Object 520,-1.4216718761626295,2.8262228532327396
Object 521,1.8331006904491862,3.652761734148243
Object 522,0.08080351735281943,4.690689825307652
Object 523,-2.1307435660180563,1.7683281980760046
Object 524,2.5363826478217133,3.657018773959519
Object 525,1.8179013426201314,4.054328747287441
Object 526,2.8110078103274203,0.3585310231849469
Object 527,0.3404240001676141,4.9802206223948895
Object 528,2.457893052562913,-0.878224340023892
Object 529,1.5994421736335092,2.3238224119572033
Object 530,-1.3218173879900517,4.07941606489224
Object 531,3.4477859708671503,1.9352493269885709
Object 532,-0.09533625577261451,4.380096432113542
Object 533,2.3746993547644086,0.7598844456521662
Object 534,-1.9391757678264483,2.514423077912322
Object 535,-1.0464795171041186,1.9496961974260179
Object 536,1.552860895161436,4.095488571870395
Object 537,-1.0796919257670738,2.3017611380096437
Object 538,2.3520006939269913,1.7276498190190401
Object 539,1.2895653269547918,1.4534506240208098
Object 540,1.4749603534563225,5.351759483416442
Object 541,2.624405010754055,4.468015082935724
Object 542,0.37895400958113235,4.065865597712383
Object 543,3.381729163798571,-0.06694276426832713
Object 544,0.34194798486553146,3.941046161461252
Object 545,0.23436211419795772,3.6719779249893656
Object 546,-1.7272574932268927,1.2038361452841264
Object 547,-1.2802550579694592,3.52587477073952
Object 548,-0.7049481369479385,3.41481596935294
Object 549,2.248131476983264,-0.259353620877931
Object 550,1.0427873009296629,4.606259225188172
Object 551,-1.3113509594332207,3.4858896205595427
Object 552,2.7856193118098975,2.002242133509413
Object 553,-2.1801887151497943,2.996396286507299
Object 554,0.04352916775211724,3.0407189783461144
Object 555,-1.8828555062687118,5.458113882092294
Object 556,1.176106892597803,0.6665620523449403
Object 557,1.2001136418594058,4.633410309576128
Object 558,-0.6563644476880002,2.736019603139936
Object 559,1.1755702754429602,4.253183786486724
Object 560,-3.2501322639382284,4.715421648459028
Object 561,1.4888276677006587,0.5899723825709351
Object 562,1.6537099769335344,0.4291876152582137
Object 563,0.04611357602217381,4.125198235361061
Object 564,0.9305661178862602,4.5242949832055634
Object 565,2.044121909591037,0.9091625598079992
Object 566,0.16290562811553655,0.7198505162349242
Object 567,3.7675727427761743,0.1055486393727868
Object 568,2.1868414893409467,-0.507896387453953
Object 569,-3.1653276389636975,1.141493644986547
Object 570,-2.7866913566271756,2.9465027655209055
Object 571,0.7912164075371535,3.4961388398320343
Object 572,3.1725728369695423,0.37876345551308477
Object 573,-0.6003457122548089,3.4759641419517884
Object 574,-0.7220916239945554,2.049397634718736
Object 575,3.478251017948984,1.293750244894497
Object 576,0.6845075388898174,1.7633165827537902
Object 577,0.01576569691334706,3.5106699647407185
Object 578,2.619276056506687,-0.3868886380545904
Object 579,1.0132758004566447,5.071689735181094
Object 580,0.20635400410117866,4.843036518740207
Object 581,4.64969210920103,0.4936313660869997
Object 582,-1.3704277562756064,2.701538283037397
Object 583,-3.9644683724212615,4.032806820823403
Object 584,3.640088048781896,1.545631450947825
Object 585,-0.9694330046174637,3.391003833313098
Object 586,2.1156707630897955,3.0689615070947376
Object 587,1.7053606407240318,4.4327702382058005
Object 588,-2.9020884925391464,3.4188744935130693
Object 589,0.9162593283159126,-0.3167377230213222
Object 590,-1.5767197372875836,4.957405922888751
Object 591,-2.6604968388603645,3.9146419041529383
Object 592,2.7089912654656283,4.988288434307581
Object 593,-1.2408914862437874,3.8964495587791657
Object 594,1.616401604644087,2.686831283137556
Object 595,3.2005296944521024,1.2441581019446977
Object 596,-2.0166290355949323,2.6385855920547505
Object 597,-2.1739575396046646,3.089125806485335
Object 598,-0.9043848729169077,2.2866903195862656
Object 599,-0.6535921771514932,4.117618437748161
Object 600,-3.211421268646788,3.7244460292293824
Object 601,2.34438802671169,1.3105344803841115
Object 602,1.9509240299381854,-0.09033828255579757
Object 603,1.4995467390782489,4.132240996226142
Object 604,2.8072141091100735,1.4606533785240647
Object 605,1.776834881977492,4.382047502610051
Object 606,-3.1462639961194476,2.406841797753013
Object 607,-1.394992257434493,0.9373166702641831
Object 608,0.5062371958456202,4.087055856872851
Object 609,1.549909204168468,0.08187211794396554
Object 610,0.0884843309163823,2.322990859224463
Object 611,-2.092401819596562,3.3939136447712372
Object 612,-2.6062471792469006,2.803656709882943
Object 613,1.1312175042434114,4.681949847050563
Object 614,1.8327905111899576,0.03874375213026526
