cGPA,attendance,passed_percent,sex,hsGPA,ethnicity,failed_course
3.1095641983347257,12.57498166388567,57.541650556599606,0.0,2.461312151737874,0.0,0.0
2.62012702448653,30.0728956817553,59.920833896052045,0.0,2.549271575588425,2.0,0.0
2.8712588003023387,24.330811910226117,56.49867725315794,1.0,1.783982957819443,2.0,0.0
2.618228581133378,48.38979179825567,73.70651243326085,1.0,2.235275435010656,2.0,0.0
2.862492732083794,24.37181259595851,61.23678154301581,0.0,1.2573674231231664,1.0,0.0
2.7358035324212455,22.2907038546319,65.6760274294553,1.0,1.267601175856586,1.0,0.0
2.74457564389388,26.838284506219217,65.84232823971786,0.0,2.252774662770897,2.0,0.0
2.7714073954108174,20.550319998988932,63.20081325938835,1.0,3.0651590373944186,2.0,0.0
2.9238563041131114,43.74471257761345,64.38308817122753,0.0,1.5715758061241831,1.0,0.0
2.801680987175121,21.201447152837233,62.072195101649996,1.0,1.7887506820853365,0.0,0.0
3.292266557126922,11.339130820262454,52.5867853001663,0.0,1.6831910016893263,1.0,0.0
2.997728472432543,29.05098792970827,43.139464050620944,1.0,2.688065780298067,2.0,0.0
2.8199872922377986,33.117875614719054,70.04397711440957,1.0,1.3753566754235043,2.0,0.0
2.714104255429216,33.44666820304186,59.2646263226996,1.0,2.1500898364480405,0.0,0.0
2.747885395593933,49.71986244352958,29.38885123293189,1.0,1.4272463173438596,2.0,0.0
2.6640969874759612,18.27601028966382,60.97585050843274,1.0,2.3449506880527267,2.0,0.0
2.632709151640383,44.21744104642991,64.10996216230562,1.0,0.990734650864296,2.0,0.0
2.7523316014774823,38.62221044133607,49.655118058680095,1.0,1.8773949240899517,2.0,0.0
2.796952090963853,20.082655227845617,35.61261910297897,0.0,1.5601041022884323,2.0,0.0
2.5964466679392015,45.29805048603993,48.913341885723305,1.0,1.5744747466426685,1.0,0.0
2.806890234006195,30.91846030685513,73.36060114276279,0.0,1.5793880934786737,1.0,0.0
2.8699480598322253,22.9999334764796,51.320823413056516,0.0,1.2637827740266019,0.0,0.0
2.644625843237137,31.728123089320448,73.48064794420407,0.0,1.3941568870249705,2.0,0.0
2.9627800677566825,17.1012339947034,62.103314659573655,0.0,2.200671706665959,1.0,0.0
2.8922043317120076,5.098500011405818,48.940297302427425,0.0,1.1162377965559283,2.0,0.0
2.655287265037793,49.95152408138129,52.84798581783854,1.0,2.4333963452513974,0.0,0.0
2.803578938747262,39.93274717316881,42.259195235783636,1.0,2.6335673835371005,2.0,0.0
2.7245326145770723,42.257444575532716,51.422081275416474,0.0,1.8608615332901581,0.0,0.0
2.435926579037545,22.60167889023695,88.18349751346881,0.0,1.3612460939559314,0.0,0.0
2.833131051897472,28.598372200234927,85.82108142060213,1.0,1.5378663303304871,2.0,0.0
2.827573198873127,18.787774946871746,47.86616084730783,1.0,1.061864711527021,1.0,0.0
2.8238040887199296,19.013087553664597,72.25496816567527,0.0,2.072336969302715,1.0,0.0
2.7798283401990136,23.642765532189163,65.59982552567988,1.0,1.5574733506894056,2.0,0.0
2.735844095427185,32.186476325626344,67.80295378852094,1.0,1.7826806578460355,1.0,0.0
2.932780010523569,17.917820730627,42.17296433279598,0.0,2.74751126383971,2.0,0.0
2.8713160671227937,30.049525037749053,91.61153738917787,1.0,2.2230963771342003,1.0,0.0
2.8535779818558096,26.83445961054614,57.694451833146644,0.0,2.917478881975038,2.0,0.0
2.697439454901046,34.32420568786041,68.78560857906133,1.0,2.9244168430818873,1.0,0.0
2.857892766242543,22.546169285734862,61.01438294547086,1.0,0.9492214080458103,1.0,0.0
2.854791203297215,22.10953145441948,62.476692859735564,0.0,2.0079597551455817,0.0,0.0
2.8782475807813452,40.29251193567549,60.66720883862315,0.0,2.4402853467895147,2.0,0.0
2.858114120216783,21.2977820041649,58.06494754923597,0.0,1.0212940178086065,2.0,0.0
2.847504345757363,22.36421175717014,45.87548388405265,1.0,1.8634466975423536,1.0,0.0
2.799715033357198,28.367681309461105,66.3943305292736,0.0,1.1795838260444995,0.0,0.0
2.9309394473012693,19.68402066475476,53.289048747826484,1.0,2.427169607388206,1.0,0.0
2.9917931239474655,30.312469249646664,52.75421514574637,0.0,2.878643911957696,2.0,0.0
2.80603449914141,35.64098106445436,49.005805321507566,0.0,2.1619690010012813,2.0,0.0
2.8102017918675886,27.0919830795412,53.75690990527481,1.0,2.02276992589349,0.0,0.0
2.932953278273479,25.296430938388745,78.27906527888294,0.0,1.2617475817695034,0.0,0.0
2.8696758049106976,14.266898615039551,62.360050626983806,1.0,1.7082998112376448,2.0,0.0
2.8984575976932403,33.046278824845785,53.983617122842645,1.0,2.2798269827131583,1.0,0.0
2.704821957746454,32.78367103316457,73.36516214545561,1.0,1.9265333122188546,2.0,0.0
2.798329753249442,45.15464256046188,58.35483908902773,0.0,2.7296049509265137,2.0,0.0
2.787512764238266,33.2770801480235,67.58037105176868,1.0,1.4392362620081474,0.0,0.0
2.7667947844347065,25.27934489946275,63.50395527395942,1.0,2.535390161070733,1.0,0.0
2.7037330870135308,30.770833554287968,60.09804691845759,0.0,1.9810944573070834,2.0,0.0
2.492524179911265,37.7987325690402,76.91839598014771,1.0,1.8851114090563221,1.0,0.0
2.8652475889417617,18.816910653288307,45.750457660548065,0.0,2.384967598395754,0.0,0.0
2.8215483198808475,38.430747006966186,51.143401333587796,1.0,2.5566594126701547,2.0,0.0
2.702423440247221,29.737757578011905,70.21610748626443,0.0,1.1025105550854164,0.0,0.0
2.7292956525211993,34.88777842727163,49.562375854963626,0.0,1.6547559539624996,0.0,0.0
2.889835844034881,38.5904359061725,41.046075514852404,0.0,1.2824338133786468,1.0,0.0
2.7918880186783457,36.919348328273806,49.852882618663195,0.0,2.147419927159319,0.0,0.0
2.7645410246333,38.303745770202745,66.45856867029565,0.0,1.7950321686545412,2.0,0.0
2.9021378309973613,19.31655678620161,44.13777088472266,0.0,2.003661981754991,2.0,0.0
3.068956895687707,32.735121278280396,60.46631547337602,0.0,1.5483635104447167,0.0,0.0
2.9520300664437356,19.87027102331981,28.89137686187228,1.0,1.654729908097467,2.0,0.0
2.60673275389977,37.40152401244275,70.77815987278792,1.0,2.1559666726798468,0.0,0.0
2.5487860714354884,29.91120253363924,84.19030836294802,0.0,2.039684759600785,2.0,0.0
2.909471426123526,17.557104911117396,38.538404209504016,0.0,2.2847278646228584,2.0,1.0
2.743393579000867,47.80026941096082,58.83293724909779,0.0,1.8889119563694665,1.0,0.0
2.7359681420043827,28.329253095657254,34.17154214999576,0.0,2.209013125771698,0.0,0.0
2.7384309820367725,54.697746842748415,65.2645854182052,0.0,2.838526060803052,0.0,0.0
2.9109644279585245,31.272853562996985,34.07439629464926,0.0,2.5013197816070107,0.0,0.0
2.606586771421176,27.307724933387668,71.71755595423508,1.0,1.3336229475513686,0.0,0.0
2.7591465886018365,30.66250754358941,51.324972742155126,1.0,2.535944034461366,1.0,1.0
2.700087431653783,26.904901686287893,66.47644455069242,1.0,1.352574277198038,0.0,0.0
2.8558759450435818,40.51848160699637,66.36494360090438,1.0,2.101450269842524,0.0,1.0
2.8436435974190513,15.432693943965223,69.9546907260511,0.0,2.4027328695094794,2.0,0.0
2.9196070619384287,19.905321859487337,65.63926254195144,1.0,2.3253949494416024,2.0,0.0
2.9538425918638596,23.108015965388585,27.40921287511232,1.0,2.5510616643306587,0.0,0.0
2.911390918051662,36.16326119843179,33.14818281144183,1.0,1.972596348482256,2.0,0.0
2.9480480489876952,36.608153024810335,64.33243060883875,0.0,2.10004990903343,2.0,1.0
2.882359765225057,44.49178580295043,71.72171143813685,1.0,1.068053671863962,2.0,0.0
2.4544686419862103,39.062469639631836,69.33627050844309,1.0,1.6943839299767802,2.0,0.0
3.0105548663204833,28.372450082238288,53.26694606290613,0.0,2.034184649166425,2.0,0.0
2.6622943308767986,61.75163377314431,60.24505629706649,1.0,1.6320891796225716,2.0,0.0
2.8234350475026626,30.803774870901066,59.826584441894695,0.0,2.535730100476778,1.0,0.0
2.5816513563866814,32.122121101077056,89.74370304026746,0.0,2.244555139416431,1.0,0.0
2.833360486351353,41.72742505926166,62.74815122089967,1.0,1.6543565311851167,2.0,1.0
2.6224821783187533,36.02421383760863,62.50527483473917,1.0,2.632175899678465,1.0,0.0
2.752542075274638,39.230711450077685,44.044924496702706,0.0,1.8533717965308178,0.0,0.0
2.6507758678483055,34.89781345102068,63.39680718357889,1.0,2.134462752152664,0.0,0.0
2.600809067592846,39.26986829185009,79.16822476894377,0.0,1.4668391558026062,0.0,0.0
2.891146529575249,48.582861210114515,48.67577494922577,0.0,2.3476441837692783,2.0,0.0
2.7757795643165064,36.25914726755389,58.84875614996598,0.0,1.3656834304197183,2.0,0.0
2.8919606626956518,36.282039998703844,59.49516757879291,1.0,2.0708106112301934,2.0,0.0
2.6196124495142907,48.7343729291362,86.7361487411322,0.0,1.2406798876765925,2.0,0.0
2.908428075380069,5.0510521740844325,56.51396616555314,1.0,1.4489526200703937,0.0,0.0
2.8469006306397877,26.14033194424696,58.218232312064295,0.0,2.3582471243495946,0.0,0.0
3.1159672689938844,44.613931750061674,34.375473060773444,1.0,1.8466814066893216,0.0,0.0
2.539538072194661,34.44155607435238,63.021472680405125,0.0,1.328528066161934,2.0,0.0
2.5401002066356515,41.05275986228681,70.15753030348752,1.0,1.9599776495533965,2.0,0.0
2.944156411514618,11.559815855390283,60.88060209209693,1.0,2.0070648582091932,2.0,0.0
2.9593947328701016,24.554995636497022,59.51419031772733,0.0,2.9919534303561868,1.0,0.0
2.9258701455998315,16.211034059285744,62.2756273287404,0.0,1.8717003589822956,0.0,0.0
2.656244367487379,34.92053705266688,76.30718433001536,0.0,1.518224325010138,0.0,0.0
2.8763987180093755,6.023092503637557,52.1769596988041,1.0,1.8073910269310063,2.0,0.0
2.729308650090319,27.362439195539054,77.99546270275808,0.0,1.6672050444767716,2.0,0.0
2.646539619402732,39.873493300073626,70.95892997925426,0.0,1.5357436411822367,2.0,0.0
2.7004041687994444,35.33026562361208,54.477485138155366,0.0,2.39458112801545,2.0,0.0
2.7154703301084915,40.732682053928876,68.00017349799384,0.0,2.218745959009786,2.0,0.0
2.8535241894425116,22.002261036083606,59.333484302742825,0.0,2.142335413231128,0.0,0.0
2.759946686680565,21.322072590676434,59.532593462003675,1.0,2.4594724556325067,1.0,0.0
2.7083601818370737,26.096290249410572,80.44958141538643,1.0,2.052059194594046,1.0,0.0
2.6594452690958894,53.6386122671737,71.16295861128967,1.0,1.8473943592491755,2.0,0.0
2.6904663012700696,21.839533371565107,70.13459731516105,1.0,1.9047196310745187,1.0,0.0
2.730448310795473,37.35239899280371,84.08490272327177,1.0,2.19164584774202,2.0,0.0
2.6109255224668386,43.7194968294497,64.44753611757837,0.0,2.4086165486532156,2.0,0.0
2.6703966746157306,40.47773300712115,61.12886640495077,0.0,1.440785712488045,2.0,0.0
2.8172529207802897,34.86073992638448,40.67705516047716,1.0,1.4147084508069778,1.0,0.0
2.828049130300088,13.007544478350653,54.30237165230823,1.0,2.1630941696358867,0.0,0.0
2.5477334839757018,19.2371159317045,73.29441399643575,0.0,1.9006306245694125,2.0,0.0
2.78893064123974,34.43797032404031,66.91548121734543,1.0,1.9636114104916116,1.0,0.0
2.818305760011684,25.193437860432915,45.756366981130874,0.0,2.0971262051891495,2.0,0.0
2.8234571693607577,35.608902668144864,60.944563063569476,1.0,2.181960864265288,2.0,0.0
2.716101880836871,29.4361033181917,58.31805807260825,0.0,1.9769431985728163,2.0,0.0
2.873111255682783,13.226631135627727,41.416255072626996,0.0,1.9965073679697083,0.0,0.0
2.852338478678789,30.044963875860915,38.40709162280975,1.0,1.7453798874343884,1.0,0.0
2.476733301891427,48.872661311468335,70.12727201881125,1.0,3.0161662986678284,1.0,0.0
2.6176032544872823,24.437151650552924,74.26177618109307,0.0,1.8987121294827891,2.0,0.0
2.9253911542193265,41.852513165040165,46.609234822647316,1.0,1.9271968000552122,2.0,0.0
2.5897693890204616,46.937187654962784,46.50588638016567,1.0,1.3231979576342154,1.0,0.0
2.7083341975322677,35.901298214755315,38.57811837201828,0.0,1.9319080647335305,1.0,0.0
2.7831754178678163,31.977287708532558,48.7289405976182,1.0,1.6916055002175778,2.0,0.0
2.967162684997937,42.23543549033398,36.520651956373314,0.0,2.4965764337208998,0.0,0.0
2.686758645211605,28.41714640140837,53.16542686387757,0.0,2.2074207668853387,1.0,0.0
2.715153428508397,31.504087428653555,70.96968868094336,0.0,2.22042772453306,2.0,0.0
2.896659524436437,25.77222200366903,44.219103684304216,0.0,1.4014567384607846,2.0,0.0
2.6781281223671365,38.95937611523769,72.68722132798673,1.0,1.2957377269545876,2.0,0.0
2.8284925967908405,22.715117192433606,55.15093609933253,1.0,1.8552022334247327,2.0,0.0
2.8782849944197224,13.025201541226082,53.75330753878667,1.0,2.023079659242979,2.0,0.0
2.999718734464399,31.272581070609526,64.96758103853207,0.0,2.2264036528128126,2.0,0.0
2.552231441049995,23.905365048144755,52.1707976700092,1.0,2.8181151030167886,2.0,1.0
2.8322181911420587,34.5133571583697,49.980078387616786,1.0,0.8964575110087141,2.0,0.0
2.999615479018354,13.146724426820981,69.77589728958526,1.0,1.8517352968441396,2.0,0.0
2.895279075335659,26.003741180314606,53.53967562558854,0.0,2.780980733617226,0.0,0.0
2.725033916303684,34.53092801181387,50.950247817251636,0.0,2.0019892222003572,1.0,0.0
3.1317103521245713,23.857955231188583,27.49174190427408,0.0,2.8548314749331727,2.0,0.0
2.6282591763415426,36.16052948682698,63.20295205535194,0.0,1.6905695555407472,2.0,0.0
2.8469444922900653,40.4053346630612,76.56458636641821,0.0,3.2037123697684806,2.0,0.0
2.8503552963077268,45.154382981494535,49.46209932125268,0.0,2.213232491823553,2.0,0.0
2.5551301172787717,29.655435641409838,57.14433847896396,1.0,2.10145295969222,2.0,0.0
2.585026246913819,49.789851660176254,69.70248566777374,1.0,2.00794901452164,2.0,0.0
2.9459209230823196,24.384518299295685,66.0077958020266,0.0,2.3120644539969937,0.0,0.0
2.6428793730546576,28.093879362738146,74.151162045684,0.0,2.3385440939982756,2.0,0.0
2.58690865972332,20.35455288603167,84.31400995835574,0.0,2.175577788518444,0.0,1.0
3.092259103262458,18.42998186178522,43.11452781787939,1.0,1.9801040526503588,2.0,0.0
2.7399511106368255,17.461504343855793,33.46243345871787,0.0,1.0303973686845493,1.0,0.0
2.7881402020933166,33.26985089696504,58.32886035059676,1.0,1.7652970154085288,2.0,0.0
2.75670316410623,39.032012776549706,62.545057797961334,0.0,2.037536690988824,2.0,0.0
2.721022532241141,34.21125803124622,68.83592499881648,0.0,1.85202644538658,1.0,0.0
2.73784723726957,30.39525759858089,67.49458909673996,1.0,1.7677110491386325,0.0,0.0
2.618124086728745,46.30970598442488,31.430766934455704,0.0,1.9020804460335397,1.0,0.0
2.610468558147218,52.88531653640412,48.93093465212901,1.0,1.7910096146512258,0.0,0.0
2.562340226684981,44.0521346738844,68.16600021931018,1.0,1.9049644045136735,0.0,1.0
2.952020043577944,10.654185965566416,60.65490362415558,1.0,2.2733748002133494,2.0,0.0
2.907663233414619,44.578713879147884,59.84083764455363,1.0,1.9474626023509594,2.0,0.0
2.7562178561669852,36.814771922250195,76.14018480173846,0.0,0.9956974921853743,2.0,0.0
2.7880464473569524,40.78366739592684,55.93660240462196,0.0,0.7860042953251634,2.0,0.0
2.868629598410233,37.1281991336725,56.57690493342803,0.0,1.8608317347340986,0.0,0.0
2.7595996108463994,39.969159861545734,41.02378839631798,1.0,2.686956485726126,2.0,0.0
2.8002381119358537,35.143601570601064,49.75879819236705,0.0,1.8956868958601385,1.0,0.0
2.8003068622098866,22.73435594849173,72.37088781069589,1.0,2.0480937168181175,2.0,0.0
2.8428011642084052,29.978210891212456,71.47276830999796,0.0,1.7358221748915177,2.0,0.0
2.5312639784944593,28.67061993155985,62.91158851590932,1.0,1.867746846597207,2.0,0.0
2.8189192575942625,32.76649993756994,92.88298956297939,0.0,2.1906694591795706,1.0,0.0
2.918110088571897,41.625038864791925,45.05881766551715,1.0,2.587051595262658,2.0,0.0
2.7921725560916895,28.12737068267281,64.1469676020271,0.0,1.7306826148827272,2.0,0.0
2.8769743713749834,37.044025631582834,47.58901726164118,1.0,2.178118923807219,2.0,0.0
2.764897372051244,28.824078823295274,58.5424085912964,1.0,2.0052075809741043,2.0,0.0
2.540981496603561,24.919895816738688,64.36773839325149,1.0,2.304736180110111,0.0,0.0
2.774176287281972,34.56936578915517,56.70403960674216,1.0,2.0864003981578425,1.0,0.0
2.712159772889144,43.44371070632138,62.88990274031936,0.0,2.9272249767568264,2.0,0.0
2.6985958770897436,35.833818723840004,51.62846851401403,0.0,2.4486253300534377,2.0,0.0
2.8089144174360827,14.738679282986144,69.7121610460946,0.0,0.5797580681584229,1.0,0.0
2.9830873339600847,16.421839035289334,40.48232922557343,0.0,2.6160999028636542,0.0,0.0
2.584272055028808,57.58861619282407,60.75101034963915,0.0,3.079470263940374,2.0,0.0
2.765582922424423,25.38542429929091,58.76683085131238,1.0,1.9347030742781521,2.0,0.0
2.7261572929237188,33.731259124966485,72.7953864167358,0.0,1.8338262640355305,2.0,0.0
2.5404560580240974,43.86475432493283,71.73528561525245,1.0,1.4728630139662062,2.0,0.0
2.6211722096909855,22.55668675311665,58.5047404872313,1.0,1.5212305956282912,1.0,0.0
3.048001096269182,10.350616463176422,64.74357515355376,0.0,1.5479038152083584,2.0,0.0
2.7237180702355275,32.924199499957915,48.882021551063644,0.0,1.3222951695311356,1.0,0.0
2.8626889150089188,9.560006396446735,37.63434793279101,1.0,2.024543999118101,1.0,0.0
2.8832093641823526,31.749438089536994,67.86451288557524,1.0,1.291846274993917,1.0,0.0
2.963163012339484,28.283812700932362,67.25057269234499,1.0,1.4008013392132364,2.0,0.0
2.9652239876969855,43.2383873199785,49.35085761935517,1.0,1.4190136429816644,2.0,0.0
2.964952633712334,26.470461632623845,47.83464553223156,1.0,2.4139029062175674,0.0,1.0
2.5830311955516274,30.028436696696303,73.94028070622619,1.0,2.2854004531684478,2.0,0.0
2.858379219356482,27.872561085439948,58.11078936351002,1.0,1.5508812937538548,0.0,0.0
2.763140348168201,19.017920666182015,64.39031188878386,0.0,2.1822539873728948,2.0,0.0
2.98132955279133,23.900302995399347,46.42512484044775,0.0,1.3455273062573094,2.0,0.0
2.7389455610354254,48.35685921973757,71.4380344576965,0.0,1.452198892389109,2.0,0.0
2.8476297976927842,32.00583258521112,52.31261796668501,1.0,1.6836592239992694,0.0,0.0
2.613863105848789,23.50779904277992,57.74108963931389,1.0,2.28512608232722,0.0,0.0
2.861801849478539,28.88660173230632,59.397708135272,1.0,1.5692648440343029,1.0,0.0
2.874509819665423,32.0890202727842,64.62877968983045,1.0,1.0202142180503186,0.0,0.0
2.7182645992435344,39.063496198621806,61.65848485229254,0.0,1.7981824023230855,2.0,1.0
2.769426810721466,33.68030880560574,66.39546130753823,1.0,1.1457954474941707,2.0,0.0
2.7554428114885767,45.65447259177107,48.57424959059763,0.0,1.5439725702809877,2.0,0.0
2.93139068614652,21.489514166492434,62.01542190633785,0.0,2.1659902149326573,0.0,0.0
2.6895790051104047,44.03713120509902,45.235609208043556,0.0,2.6638634386532796,2.0,0.0
2.8959016283340335,29.070442599725528,40.08488780090653,0.0,1.0315863898732618,0.0,0.0
3.006779949903865,5.214201330397586,41.22489800112567,1.0,2.705046264670336,2.0,0.0
2.765768529901131,22.089861244626178,46.428849242001334,1.0,2.8339059757692,0.0,0.0
2.8112602450743505,47.25869015954713,48.552087237237906,1.0,2.3409422763082484,2.0,0.0
2.570044395962791,45.28445955461712,68.89222598614138,1.0,1.9712571456720236,1.0,0.0
2.6248484596865462,31.663031248584595,66.80621177613187,1.0,1.1550701142743482,1.0,0.0
2.9404107922327665,33.708402134894165,68.44947701433978,1.0,1.9540430354246272,1.0,0.0
2.822485111129253,39.62494042954172,50.2925026927045,1.0,2.904257920541685,1.0,0.0
2.7127788932261954,39.35750423785136,47.56789376817865,0.0,1.150146558448299,0.0,0.0
2.8640310615182107,28.981896752404364,54.73830960694197,1.0,2.3262079994760008,0.0,0.0
2.8520731949366085,53.41608978509115,41.94192183849,0.0,2.646561362206254,2.0,0.0
2.650899895473312,37.21977209856787,69.87319107597656,1.0,2.024334499937296,2.0,0.0
3.0065264066642614,36.2589220012664,55.64879037048799,0.0,1.7483969330224451,2.0,0.0
2.7605495288376223,30.134383043753246,71.96936795536539,1.0,3.1142506538901715,0.0,0.0
2.7884485658024576,46.77245603322998,68.75285195201462,1.0,1.7778411378276735,2.0,0.0
3.0728274919111325,36.57074984096397,53.38028098835225,0.0,1.4739405165067292,2.0,0.0
2.804499476723534,26.718769416499626,58.86262087877755,1.0,2.331113931101619,0.0,0.0
3.05591235795765,27.346301790888397,56.904377255113225,0.0,1.6213164493603551,2.0,0.0
2.5389031055354034,41.248956228254514,71.42958491065262,1.0,2.223374180609233,1.0,0.0
2.9704909333802085,27.33607284843722,66.14657747014802,1.0,2.448772661198503,2.0,0.0
2.8446479821186315,25.055326389177573,44.509282003419955,1.0,2.124684738104104,0.0,0.0
2.871072268637895,52.93223805692954,41.015115591006506,0.0,1.8877647272674658,0.0,0.0
3.0080619062373435,20.83855678422043,31.450184431873915,1.0,1.1212934471641485,1.0,0.0
2.8044926263225554,33.33162220152455,47.08758115581088,1.0,2.006658163345311,2.0,0.0
2.9744658082241373,30.696837187736094,44.6925025993675,0.0,2.9641345515927355,0.0,0.0
3.04786142366094,21.987368116024978,36.531973481560804,1.0,1.485684391476661,2.0,0.0
2.81339162681228,36.076858320014516,51.262652174750606,0.0,2.563620884867174,2.0,0.0
2.7836947620375887,40.745934101009865,43.427989859463864,0.0,3.2051779265178286,0.0,0.0
2.812180485124003,20.809792810919877,49.005569480491516,1.0,2.7796722782016507,2.0,0.0
2.746789364024961,44.01096497282245,70.8298525059088,1.0,1.8230605668529516,2.0,0.0
2.9966131136509175,17.005001387924256,30.77316565479482,0.0,1.4909130004337694,0.0,0.0
2.798609487674865,28.143727976445604,58.96044331703204,0.0,1.5883369438835695,0.0,0.0
2.88945153060375,39.69848715477992,41.92267254308107,0.0,0.9538031980302621,1.0,0.0
2.8280913554788327,38.55740956489123,58.05610154334333,1.0,2.5425593133556896,0.0,0.0
2.8807431930849363,36.17225074302757,68.55314975777824,1.0,2.590475459771244,1.0,0.0
2.7587693735569654,28.04939040994138,44.46803732689809,0.0,2.6489905891317718,2.0,0.0
2.6311411295676734,24.64229926824407,67.35321084344932,0.0,1.480528649710346,0.0,0.0
